latency millis per request
2
3
2
3
3
2
7
4
2
4
4
4
3
3
3
5
2
21
26
9
14
5
21
22
10
4
21
6
7
29
70
4
2
3
3
5
3
2
3
3
3
3
3
5
3
2
3
1
3
1
2
2
3
2
3
9
3
2
3
2
3
3
2
2
5
3
7
2
2
2
3
4
3
5
3
3
2
2
3
2
3
2
3
3
2
2
4
3
2
4
9
15
106
3
1
3
29
4
3
16
3
56
3
3
3
2
2
2
1
8
3
2
2
2
2
2
2
3
3
3
2
3
3
3
3
3
3
4
5
1
4
3
3
3
3
3
2
3
2
3
3
3
3
3
2
2
3
2
3
3
1
1
2
2
3
3
2
10
43
2
2
2
14
15
10
15
3
3
16
11
2
2
5
2
1
8
3
1
3
3
4
4
3
3
4
4
1
3
3
15
3
8
4
5
3
3
5
8
1
2
3
3
3
4
2
3
16
4
4
3
3
32
3
3
3
3
3
3
3
3
4
4
3
3
3
3
4
2
2
3
3
2
2
3
3
2
4
3
3
2
2
8
15
7
3
7
8
10
22
8
29
26
104
3
4
14
3
2
3
4
3
3
2
4
3
7
3
3
3
7
2
3
4
3
15
11
3
2
3
3
2
2
3
4
2
2
2
2
2
2
2
4
2
3
2
3
3
3
3
10
3
2
5
3
2
2
2
2
2
1
2
3
2
3
3
2
3
2
3
3
3
3
3
3
3
2
3
4
2
5
2
3
2
3
2
3
7
2
3
1
3
4
4
3
4
3
3
2
9
10
28
36
6
5
2
8
2
14
2
7
36
5
3
3
3
2
3
2
3
2
3
6
1
4
2
2
11
3
2
1
3
3
1
4
3
2
2
3
3
3
4
3
3
3
70
3
4
3
1
3
2
3
3
7
3
3
7
3
17
7
3
10
3
9
6
36
22
41
30
2
3
13
10
10
1
9
3
6
2
3
3
3
2
3
3
2
3
3
2
3
2
1
3
1
2
2
2
3
4
5
3
3
2
3
3
3
4
2
3
2
3
3
3
3
1
2
2
2
4
1
1
3
7
3
4
9
3
2
3
2
3
10
4
3
3
3
3
3
3
3
2
2
7
3
6
3
2
4
11
6
1
2
3
2
13
2
15
78
2
3
29
2
2
14
6
3
4
1
3
3
1
2
6
3
3
2
2
3
3
2
3
3
3
2
2
2
2
3
4
3
2
4
4
2
3
3
2
2
2
3
3
2
2
7
2
3
2
4
3
3
1
11
3
3
3
4
13
8
7
3
2
3
3
3
3
3
3
3
2
2
11
6
4
3
1
3
2
3
3
2
6
1
11
5
5
11
8
13
8
4
14
6
7
2
2
2
7
8
3
4
2
3
3
15
3
3
3
3
3
2
2
2
5
5
3
4
2
4
4
3
3
2
2
2
2
3
3
3
4
1
2
2
3
3
3
3
2
3
3
3
3
3
3
2
3
8
2
3
4
2
1
3
31
3
4
5
4
8
14
6
1
10
3
7
6
47
8
4
3
4
3
3
3
1
5
2
2
3
2
7
2
3
2
2
3
2
3
2
2
2
2
2
3
3
3
3
3
1
2
2
6
3
1
2
3
2
3
2
6
3
2
3
2
4
2
3
3
2
4
1
3
2
3
2
2
5
3
1
3
2
3
2
3
2
1
3
2
3
3
7
2
3
3
2
3
3
5
3
2
2
2
3
3
4
3
3
5
4
3
3
8
15
5
14
16
5
2
3
7
3
14
10
3
10
8
2
7
3
4
2
2
3
3
2
2
3
3
3
2
4
3
3
3
3
2
3
2
10
4
1
3
2
3
5
11
2
4
3
2
2
3
3
2
2
3
4
3
3
2
5
3
3
2
10
9
12
21
5
20
3
2
2
14
7
11
2
1
3
3
31
3
3
2
3
3
3
2
2
4
2
3
3
3
2
2
3
2
3
3
3
3
2
3
3
2
3
2
4
3
3
2
3
2
5
3
3
4
10
6
2
3
3
3
2
1
4
3
2
3
3
2
3
2
2
3
3
1
2
2
8
16
7
21
1
9
2
33
15
3
3
9
13
22
5
3
3
4
7
3
2
55
3
2
3
3
2
3
3
4
3
4
3
2
4
3
3
2
2
3
3
8
3
3
4
4
3
1
3
3
3
2
3
4
4
3
13
2
26
2
3
3
6
14
14
3
1
4
3
4
12
3
12
4
3
3
3
2
3
3
4
10
2
1
2
15
19
4
2
3
12
2
3
3
3
3
5
2
12
3
5
3
8
3
2
2
2
39
2
7
10
3
3
3
3
3
4
4
9
2
3
3
3
3
4
3
3
4
2
2
6
1
2
2
3
2
2
2
3
3
2
3
3
3
2
2
2
2
4
3
3
3
3
3
3
2
3
2
4
6
3
3
3
3
2
2
4
3
4
2
4
2
3
1
3
1
3
2
9
3
3
3
6
3
2
3
4
3
3
3
3
2
3
2
3
3
3
4
3
2
3
2
3
2
5
2
3
3
2
2
3
3
3
3
2
3
3
10
8
4
4
3
3
3
2
3
2
4
3
2
3
2
3
3
3
3
3
4
2
3
2
3
2
3
3
3
2
2
2
3
3
10
3
2
2
3
1
3
2
4
3
3
2
3
3
2
3
3
3
2
3
11
4
3
2
2
3
3
2
8
12
2
2
3
7
3
2
3
3
1
3
4
3
3
2
2
3
2
2
6
3
3
2
20
3
2
11
3
3
2
3
2
2
3
3
3
2
3
3
3
3
3
1
3
8
3
3
3
3
3
3
2
4
37
3
3
2
4
4
3
21
7
40
5
3
3
16
4
3
3
29
4
3
3
3
3
2
3
3
10
1
3
2
3
3
2
3
2
2
3
4
3
3
2
3
3
2
4
5
4
6
2
3
7
3
3
3
2
3
3
3
3
3
3
3
3
2
8
3
2
2
4
3
3
4
3
4
4
2
2
3
4
6
3
2
4
3
2
3
1
2
15
4
4
3
3
2
2
4
3
2
5
5
3
5
2
2
3
3
3
4
6
2
3
3
3
2
5
4
6
7
2
4
2
3
2
3
3
6
4
6
3
4
4
4
6
5
3
1
3
2
3
3
9
3
3
6
2
3
3
2
3
6
3
3
2
14
18
2
4
11
3
6
3
3
2
5
21
5
4
2
8
3
3
30
13
4
14
15
8
15
3
16
3
11
20
9
15
9
22
79
9
3
3
3
3
6
5
15
29
84
3
20
1
3
3
3
27
4
6
12
97
2
14
2
2
3
8
10
4
2
16
70
8
3
4
18
6
0
2
2
8
2
3
3
2
3
3
2
9
15
55
37
15
1
18
9
12
12
7
4
2
11
1
5
4
7
9
3
3
3
3
3
3
25
29
15
4
14
3
3
2
3
2
4
9
7
8
4
6
10
9
6
3
16
8
2
5
5
3
2
5
5
15
1
13
8
3
2
3
2
7
4
4
1
2
7
3
2
1
3
3
4
3
4
12
6
3
9
9
16
15
27
6
10
20
4
19
14
24
28
4
2
3
2
8
3
13
12
2
9
8
11
3
2
3
3
8
8
5
12
8
4
7
6
10
4
3
2
13
18
3
3
3
2
11
6
17
4
10
14
12
3
14
12
4
16
16
13
32
19
14
4
25
3
4
5
2
2
7
3
5
4
2
16
10
3
18
4
3
3
3
5
9
19
6
4
5
11
2
2
4
4
13
4
28
14
4
4
8
4
14
4
14
3
3
3
3
3
6
3
1
11
8
2
3
3
5
3
1
3
6
4
16
8
2
3
4
57
26
8
3
14
9
20
8
7
5
4
13
65
18
22
8
4
4
4
3
13
9
30
3
3
3
3
13
35
2
3
8
3
3
2
3
2
10
4
3
9
16
49
8
4
8
5
26
16
5
9
5
12
24
16
2
21
14
15
18
6
12
15
5
11
15
9
4
6
3
3
5
7
5
6
2
10
3
3
3
11
2
3
1
6
6
7
3
4
8
2
3
3
18
2
3
4
2
4
13
12
3
2
3
3
4
3
8
3
3
4
14
8
3
12
3
2
15
2
6
3
2
4
6
4
11
7
4
5
3
19
6
3
6
4
3
2
3
2
7
3
3
13
2
2
1
6
25
2
3
5
2
2
4
9
3
2
8
8
16
2
4
3
3
4
7
9
2
3
4
3
19
13
4
15
11
6
6
4
5
9
5
10
2
3
7
27
20
4
5
9
10
26
21
8
11
21
7
11
20
10
17
4
5
21
28
9
6
15
7
3
3
5
9
3
5
3
2
5
11
13
3
24
14
17
5
9
9
6
20
11
2
3
3
10
4
3
6
3
5
4
4
4
4
4
6
1
6
4
11
28
6
5
13
17
4
3
14
4
2
4
2
3
16
6
5
4
3
3
4
2
5
3
7
7
9
11
8
3
7
10
6
11
6
10
4
10
38
7
4
15
3
2
3
7
3
2
10
6
15
17
4
5
13
3
2
2
4
2
16
3
19
5
2
8
8
4
6
4
5
24
17
4
3
7
3
2
6
5
7
6
5
5
3
2
6
2
3
11
3
3
3
9
7
4
3
9
6
4
8
3
3
2
2
5
3
3
2
10
3
13
3
2
2
2
17
10
17
1
2
15
6
3
3
15
3
6
2
15
3
2
3
2
3
2
2
19
3
3
3
2
3
6
2
2
3
23
3
3
69
3
2
2
12
3
3
18
2
4
9
9
3
12
11
4
20
12
4
13
2
19
6
3
1
6
2
2
3
6
4
4
2
3
8
4
2
7
8
3
3
2
3
4
13
2
2
6
2
13
3
5
33
11
14
4
2
3
10
3
9
2
3
3
2
2
17
2
4
3
3
11
3
3
4
10
10
9
10
9
2
1
3
17
6
14
41
9
29
16
56
2
14
4
35
48
7
4
3
2
2
2
3
3
2
3
2
6
4
2
11
2
3
1
2
3
3
10
2
2
2
3
3
5
2
3
2
9
3
2
3
3
2
4
4
4
3
3
3
3
3
5
3
3
3
2
2
1
3
16
3
2
2
3
5
3
2
3
3
3
2
2
3
12
6
2
1
21
8
36
4
5
1
4
3
2
2
2
3
8
20
7
17
7
3
3
2
2
2
2
1
1
3
2
2
3
2
3
1
1
3
1
1
5
2
2
4
2
3
2
2
3
5
31
3
3
3
2
2
3
3
4
4
3
2
3
2
2
0
7
2
2
2
2
2
3
3
3
10
4
3
5
5
2
38
2
3
4
16
4
10
7
2
2
1
2
2
1
3
3
2
8
11
3
3
3
4
3
2
1
2
4
2
7
2
2
2
4
2
1
11
2
3
3
2
3
3
2
3
9
27
2
2
2
1
3
3
3
7
3
2
3
8
4
13
3
2
7
3
3
3
3
2
3
7
3
4
3
9
2
2
2
3
3
3
3
2
1
3
3
3
3
2
8
3
3
2
12
8
3
2
7
5
3
2
3
3
4
3
3
21
2
17
4
14
3
3
3
2
9
3
10
5
10
2
3
3
3
46
4
3
8
3
5
4
3
2
2
3
3
4
40
3
1
9
4
3
3
7
15
13
2
2
1
2
2
1
2
3
3
3
4
8
3
2
3
4
3
3
3
2
2
1
6
4
3
3
2
10
2
1
3
3
3
3
3
5
5
3
2
5
1
4
2
2
3
2
2
3
4
2
2
2
3
3
2
1
2
3
3
14
3
3
3
3
2
3
3
2
3
2
3
3
2
3
3
2
2
3
2
3
2
5
5
4
3
2
3
3
3
1
3
1
3
2
16
3
3
3
7
4
6
3
2
3
3
2
3
7
5
3
3
2
3
3
3
3
3
3
4
2
3
3
2
3
3
3
3
6
3
4
2
3
3
3
3
2
1
3
2
4
3
3
2
3
3
1
3
1
2
3
2
7
3
3
2
3
2
3
3
3
3
1
3
2
2
3
3
2
51
3
3
3
3
3
2
3
3
3
2
3
2
4
2
3
3
3
2
3
2
4
3
2
11
5
6
7
4
2
6
3
3
10
3
8
3
1
2
3
3
3
2
2
3
4
3
2
3
2
3
2
3
2
2
2
1
3
3
3
3
3
3
2
10
3
3
2
5
3
2
3
3
3
3
4
0
3
2
3
4
3
2
2
2
3
3
3
3
3
3
2
3
3
3
2
1
2
1
1
3
5
3
1
1
6
3
2
5
2
3
2
5
3
2
2
2
2
2
3
2
1
2
2
9
2
2
2
2
4
2
3
2
2
9
3
5
3
2
2
3
3
3
2
2
2
2
1
2
2
2
5
3
1
3
3
2
3
2
9
3
2
2
2
2
4
4
3
3
2
3
3
1
1
4
3
2
3
3
3
3
3
4
3
3
2
3
3
0
3
3
2
2
2
7
2
3
4
3
2
2
2
2
3
3
6
1
3
4
3
1
3
8
3
3
3
4
2
1
1
2
3
2
3
2
2
1
1
3
3
2
3
3
2
3
2
2
3
3
3
2
1
3
3
2
1
2
2
2
2
2
3
3
2
3
1
3
5
3
2
2
3
2
2
2
2
3
2
2
2
3
3
3
2
3
1
2
3
3
3
3
6
1
1
8
1
2
2
9
3
4
3
3
7
2
3
3
3
1
2
3
2
1
3
1
9
2
5
2
3
3
2
3
3
1
2
3
4
4
3
2
3
2
2
3
1
3
3
3
3
2
3
2
3
3
3
2
3
3
2
3
2
3
2
2
1
2
2
3
2
10
72
6
3
4
53
26
6
10
7
4
9
3
6
11
4
10
12
2
3
3
94
7
3
2
6
3
2
3
1
4
4
6
3
3
5
3
2
3
3
3
3
3
2
3
69
3
4
3
3
3
3
3
1
3
2
3
2
3
3
4
3
2
3
3
3
3
3
3
3
3
9
3
2
1
2
3
2
3
2
12
10
3
1
5
9
3
3
3
3
53
2
4
10
11
2
2
2
2
3
5
3
3
2
3
3
13
29
4
23
1
2
3
2
1
2
2
2
2
3
2
2
3
7
3
2
2
3
3
3
3
3
2
3
4
3
2
2
7
3
2
5
3
2
3
2
3
3
2
3
2
2
4
2
3
2
2
2
2
3
2
3
3
2
1
2
2
2
3
2
1
7
2
2
2
2
2
3
2
3
1
2
5
8
3
15
5
3
2
3
1
12
6
11
2
4
44
5
9
2
5
3
2
3
3
3
2
2
2
2
2
2
7
3
3
2
2
2
2
2
2
3
2
2
4
4
6
1
2
4
3
10
0
1
2
3
2
2
2
3
6
2
3
3
2
2
3
3
2
7
3
3
2
3
3
3
3
1
3
6
2
5
8
2
2
2
2
2
2
2
9
3
3
13
3
10
11
2
8
11
3
35
4
4
4
15
4
23
4
5
1
6
40
7
7
6
14
37
98
345
8
9
50
3
4
46
5
2
6
8
5
3
41
7
7
12
3
1
2
30
4
2
27
247
35
8
32
4
7
12
39
15
2
8
6
4
2
50
98
89
29
43
3
30
4
3
2
2
3
4
6
25
3
19
5
1
2
3
3
7
94
4
1
283
3
14
2
8
57
39
5
3
2
2
3
5
18
2
44
103
9
7
8
1
5
53
5
54
58
24
189
635
393
268
11
1
2
2
3
1
2
3
4
5
3
5
6
2
3
5
2
6
18
4
3
3
8
47
37
20
12
3
2
5
4
7
16
4
7
9
5
5
2
4
5
4
5
4
3
4
68
49
3
161
17
2
51
16
3
2
3
6
4
3
2
73
5
29
2
2
3
3
2
2
7
12
1
3
3
11
2
2
2
68
1
3
0
2
3
2
2
2
4
21
4
10
181
10
17
214
23
115
127
35
17
2
23
72
120
3
2
2
2
22
4
62
43
4
12
10
13
5
29
2
15
27
8
5
28
5
9
3
3
8
3
3
3
2
10
81
3
2
3
3
3
3
12
28
4
8
5
58
73
90
39
168
18
69
3
2
2
2
2
2
3
3
1
3
2
3
5
6
6
2
2
2
3
2
6
3
2
2
2
3
7
2
3
2
4
3
3
8
3
24
2
2
2
2
1
2
3
2
3
4
3
3
11
3
2
2
3
1
3
22
4
6
3
10
52
3
2
2
3
12
9
1
3
3
7
2
4
1
3
2
3
2
2
4
7
3
2
4
2
11
8
10
2
5
2
1
2
2
2
3
2
2
2
7
2
2
2
1
2
4
3
3
2
22
3
7
3
3
3
2
2
3
2
2
2
2
3
4
9
7
2
5
2
7
5
47
2
2
2
5
10
22
15
11
21
69
24
5
14
22
4
1
3
1
2
2
2
2
3
2
2
2
2
5
2
7
2
3
2
2
1
2
2
3
1
1
2
2
2
1
2
30
2
1
2
2
2
1
26
7
2
3
2
8
2
2
3
2
1
2
3
2
2
1
1
2
7
1
3
4
2
3
1
3
2
2
1
4
