collection,key
destination,1574
destination,1070
neighborhood,10890
neighborhood,10489
neighborhood,10009
neighborhood,10362
property,100075
property,1
property,10016
property,100002
property,10023
property,100431
property,100
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,6
lodging_type,C
destination,1187
destination,1697
destination,1762
destination,1125
destination,1887
destination,1152
neighborhood,10818
neighborhood,10861
neighborhood,101
property,10082
property,100277
property,100148
property,100129
property,100386
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,C
lodging_type,R
destination,1486
destination,1286
destination,1124
destination,13
destination,1026
destination,1062
destination,1449
destination,1809
destination,12
destination,119
destination,1702
destination,1583
destination,1703
destination,1153
destination,100
neighborhood,10298
neighborhood,10631
neighborhood,10089
neighborhood,10599
property,100818
property,100384
property,100569
property,100177
property,100640
property,100583
property,100893
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,8
destination,1004
destination,1211
destination,1363
destination,1463
destination,1063
destination,1010
destination,1025
neighborhood,10798
neighborhood,10044
neighborhood,10035
neighborhood,10111
neighborhood,10831
property,10065
property,100063
property,100311
property,100784
property,100174
lodging_type,1
lodging_type,G
lodging_type,A
lodging_type,6
lodging_type,4
lodging_type,H
destination,1007
destination,1135
destination,111
destination,1362
destination,1738
destination,105
destination,129
neighborhood,10002
neighborhood,10439
neighborhood,10255
neighborhood,10812
neighborhood,10739
neighborhood,10087
neighborhood,10061
neighborhood,101
property,100053
property,1000
property,100445
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,8
destination,1245
destination,1001
destination,1779
destination,1318
destination,1324
destination,18
destination,129
neighborhood,10259
neighborhood,10100
neighborhood,10528
neighborhood,10284
neighborhood,1018
property,100574
property,100332
property,10006
property,100011
lodging_type,2
lodging_type,4
lodging_type,8
destination,1138
destination,1272
destination,1216
destination,1618
destination,1017
destination,1230
destination,12
neighborhood,10393
neighborhood,10037
neighborhood,10371
neighborhood,10490
neighborhood,10157
neighborhood,1028
neighborhood,10718
property,1001
property,10010
property,100812
property,100067
property,100068
lodging_type,1
lodging_type,B
lodging_type,4
destination,1067
destination,1751
destination,1006
destination,1540
neighborhood,10027
neighborhood,10102
neighborhood,1008
neighborhood,105
neighborhood,10318
neighborhood,10019
neighborhood,100
neighborhood,10754
property,1
property,100118
lodging_type,3
lodging_type,2
lodging_type,G
lodging_type,A
lodging_type,4
lodging_type,O
lodging_type,H
destination,1008
destination,108
destination,1731
destination,1248
destination,1095
destination,1394
destination,1085
neighborhood,1071
property,100671
property,100676
property,100737
property,1005
property,100566
property,100039
lodging_type,R
lodging_type,C
destination,1158
destination,1133
neighborhood,10420
neighborhood,10847
neighborhood,10480
property,10002
property,100476
property,100063
property,10010
property,10004
property,100186
property,100191
lodging_type,2
lodging_type,B
lodging_type,C
destination,1433
destination,1008
destination,105
destination,140
destination,1624
neighborhood,10015
neighborhood,10005
neighborhood,10287
neighborhood,10013
neighborhood,10672
property,100195
property,100115
property,100663
lodging_type,T
lodging_type,1
lodging_type,4
lodging_type,H
destination,1844
destination,1436
destination,1
destination,1096
neighborhood,10602
neighborhood,1
neighborhood,10232
neighborhood,10263
neighborhood,10050
neighborhood,100
property,100307
property,10
property,100433
property,100147
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,R
lodging_type,8
lodging_type,H
destination,1678
destination,1309
destination,1537
destination,1751
destination,1039
destination,11
neighborhood,1003
neighborhood,10
neighborhood,10512
neighborhood,1060
property,100062
property,10010
property,100286
property,100171
property,100082
property,100174
lodging_type,3
lodging_type,1
lodging_type,H
destination,1677
destination,1002
destination,112
destination,1813
destination,1634
destination,1506
neighborhood,10392
neighborhood,10009
property,100079
property,100830
property,100046
property,100242
lodging_type,1
lodging_type,G
lodging_type,8
destination,1108
destination,1212
destination,1012
destination,1207
destination,1584
neighborhood,10056
neighborhood,10258
neighborhood,10304
neighborhood,1044
neighborhood,100
neighborhood,10153
property,100828
property,100016
property,100003
property,100488
property,10012
property,100195
property,100525
lodging_type,1
lodging_type,A
lodging_type,R
destination,1292
destination,1520
destination,186
destination,1505
destination,1151
destination,1038
neighborhood,1
neighborhood,10
neighborhood,10474
neighborhood,1067
neighborhood,10479
neighborhood,10191
neighborhood,10522
property,100804
property,100043
property,100731
property,100039
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,B
lodging_type,4
lodging_type,R
destination,1246
destination,1
destination,1042
destination,1055
destination,1643
destination,1012
neighborhood,10001
neighborhood,10513
neighborhood,10549
neighborhood,10377
neighborhood,1013
neighborhood,10294
property,10038
property,100002
property,100295
property,10032
lodging_type,1
lodging_type,G
lodging_type,4
lodging_type,H
destination,1474
destination,1044
destination,1402
destination,1553
destination,101
destination,1012
destination,1118
neighborhood,10014
neighborhood,1
neighborhood,10222
neighborhood,10597
neighborhood,10201
property,100119
property,100032
property,100339
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,6
lodging_type,4
lodging_type,O
destination,1244
destination,1060
destination,1023
neighborhood,10347
neighborhood,10378
property,100624
property,100026
property,100430
property,100162
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,4
lodging_type,O
destination,1761
destination,1686
destination,1029
destination,17150
destination,1107
destination,1114
destination,1392
destination,1070
destination,1116
neighborhood,10015
neighborhood,10784
neighborhood,10260
neighborhood,10695
neighborhood,10131
property,100689
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,C
lodging_type,4
destination,1844
destination,1459
destination,1726
destination,1266
neighborhood,10056
neighborhood,1001
neighborhood,1040
neighborhood,10021
neighborhood,10004
neighborhood,10013
neighborhood,10541
neighborhood,1000
property,100788
property,100027
property,100786
property,10046
property,100201
property,100723
property,100086
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,R
destination,1004
destination,1441
destination,1221
destination,1276
destination,1845
destination,119
destination,1014
neighborhood,10001
neighborhood,10016
neighborhood,1006
neighborhood,10148
neighborhood,10194
neighborhood,10505
property,100006
property,10040
lodging_type,3
lodging_type,2
lodging_type,1
destination,1026
neighborhood,1032
neighborhood,1005
neighborhood,10190
property,100865
property,10026
property,10012
property,100826
property,100847
property,100112
property,100092
property,100640
lodging_type,R
destination,1840
destination,1462
neighborhood,10117
neighborhood,10460
neighborhood,10004
neighborhood,10676
property,100401
property,100460
property,100055
property,100201
property,100128
property,100175
property,100135
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,8
destination,1149
destination,1458
destination,1007
destination,1559
destination,1153
destination,1093
destination,1316
destination,1866
neighborhood,10207
neighborhood,10447
neighborhood,10043
neighborhood,10465
neighborhood,10369
neighborhood,10156
property,100333
property,100757
lodging_type,1
lodging_type,5
lodging_type,O
destination,1666
destination,1675
destination,1353
destination,1382
neighborhood,10882
neighborhood,10259
neighborhood,10254
neighborhood,10195
neighborhood,1027
neighborhood,1036
neighborhood,10092
neighborhood,10104
neighborhood,10601
neighborhood,10279
neighborhood,10013
neighborhood,10004
neighborhood,10019
neighborhood,100
property,100649
lodging_type,C
destination,1031
destination,1354
destination,101
destination,1209
neighborhood,10849
neighborhood,10632
neighborhood,10219
property,100153
property,100020
property,100375
lodging_type,1
lodging_type,4
lodging_type,8
lodging_type,O
destination,1262
destination,1
destination,1183
destination,1081
destination,1011
destination,1816
destination,1025
destination,1498
destination,1624
neighborhood,1017
neighborhood,100
neighborhood,10599
property,100245
property,10002
property,100091
property,100023
property,100263
property,100599
property,100406
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,8
destination,1617
destination,1397
destination,1244
destination,1348
destination,15
destination,1013
destination,100
neighborhood,10855
neighborhood,10217
neighborhood,10542
neighborhood,10138
neighborhood,10523
property,100151
property,100142
lodging_type,5
lodging_type,B
lodging_type,R
lodging_type,8
destination,1205
destination,1247
destination,1023
neighborhood,10014
neighborhood,10244
neighborhood,10324
neighborhood,10476
neighborhood,1008
neighborhood,10581
neighborhood,10107
neighborhood,10376
property,100762
property,10
property,100006
property,100033
property,100068
property,100194
lodging_type,2
lodging_type,A
lodging_type,R
destination,1
destination,1249
destination,1147
destination,1394
destination,1252
destination,100
neighborhood,10619
neighborhood,10342
neighborhood,10041
neighborhood,10107
property,100323
property,100067
property,10078
lodging_type,2
lodging_type,B
destination,1050
destination,1007
destination,1405
destination,1183
destination,1822
destination,1052
destination,1171
destination,140
destination,1778
destination,1266
neighborhood,10057
neighborhood,1050
neighborhood,10026
neighborhood,10080
neighborhood,10070
neighborhood,10537
neighborhood,10030
neighborhood,100
neighborhood,10202
property,100527
lodging_type,1
lodging_type,R
destination,1003
destination,1370
destination,1771
destination,1302
neighborhood,10084
neighborhood,10151
neighborhood,10181
neighborhood,10475
neighborhood,10336
neighborhood,10632
neighborhood,10081
neighborhood,10337
property,100036
property,100128
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,8
destination,1857
destination,1424
destination,1131
destination,1897
destination,1090
destination,154
neighborhood,10014
neighborhood,10024
neighborhood,10021
neighborhood,10159
neighborhood,10681
neighborhood,10559
property,10
property,100813
property,100034
property,100822
property,100194
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,C
lodging_type,R
lodging_type,O
lodging_type,H
destination,1541
destination,1039
destination,1115
destination,1012
destination,1332
destination,168
neighborhood,10498
neighborhood,10002
neighborhood,10151
neighborhood,10025
neighborhood,10310
neighborhood,10650
neighborhood,10022
neighborhood,1084
neighborhood,10029
neighborhood,10384
property,100727
property,100180
lodging_type,1
lodging_type,6
lodging_type,5
lodging_type,R
lodging_type,H
destination,1653
destination,1
destination,1041
destination,1007
destination,1019
destination,1013
destination,1012
destination,1516
neighborhood,10401
property,100283
property,100034
property,100790
property,100148
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,B
destination,1273
destination,1142
destination,1094
destination,1097
neighborhood,10230
neighborhood,10036
neighborhood,10279
neighborhood,10361
neighborhood,10012
neighborhood,10058
neighborhood,10203
property,100503
property,100706
property,100046
property,100191
property,100386
lodging_type,G
lodging_type,7
lodging_type,4
lodging_type,O
destination,1198
destination,1019
destination,1817
destination,1526
neighborhood,10093
neighborhood,10065
neighborhood,10009
neighborhood,10580
neighborhood,10108
property,100052
property,100023
property,100790
lodging_type,1
lodging_type,G
lodging_type,8
destination,1467
destination,1876
destination,1177
destination,1209
neighborhood,10011
neighborhood,10004
neighborhood,10593
neighborhood,10811
neighborhood,1049
neighborhood,10077
property,100548
property,100636
property,100460
property,1
property,100701
property,100034
property,100022
property,100085
lodging_type,3
lodging_type,2
lodging_type,O
lodging_type,8
destination,1867
destination,1293
destination,1655
destination,1546
destination,1438
neighborhood,10393
neighborhood,1006
neighborhood,10123
neighborhood,10214
neighborhood,10879
property,100017
property,100169
property,100672
property,100149
property,100301
property,100175
lodging_type,2
lodging_type,T
lodging_type,7
lodging_type,C
destination,1
destination,1199
destination,1076
destination,100
destination,1101
neighborhood,10016
neighborhood,10097
neighborhood,10537
neighborhood,10557
neighborhood,10303
neighborhood,10124
property,100050
property,100598
property,100839
property,100056
lodging_type,8
lodging_type,O
lodging_type,H
destination,1689
destination,1185
destination,1146
destination,108
destination,1006
destination,1355
destination,1000
neighborhood,10002
neighborhood,1
neighborhood,10407
neighborhood,10076
neighborhood,10692
property,1
property,100064
property,100018
property,100657
property,100869
property,100049
property,100069
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,8
destination,1264
destination,1067
destination,1080
destination,1622
destination,1536
destination,1015
destination,1014
neighborhood,10310
neighborhood,10010
neighborhood,10874
neighborhood,10660
neighborhood,10171
neighborhood,100
property,100065
property,100384
property,100112
property,100560
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,C
lodging_type,O
lodging_type,H
destination,117
destination,1665
destination,1825
destination,1075
destination,1141
destination,1711
destination,1113
destination,1026
neighborhood,10704
neighborhood,10639
neighborhood,10599
property,1
property,100621
property,100380
property,100239
property,100036
property,100240
lodging_type,1
lodging_type,4
lodging_type,R
lodging_type,O
destination,1423
destination,1199
destination,1063
destination,1342
destination,1099
neighborhood,10033
neighborhood,10493
neighborhood,10431
neighborhood,10425
property,100004
property,100762
property,1
property,100002
property,100061
property,100022
property,100085
lodging_type,1
lodging_type,7
lodging_type,4
lodging_type,H
destination,1704
destination,1042
destination,1430
destination,1532
destination,1314
destination,1072
neighborhood,10700
neighborhood,10629
neighborhood,10792
neighborhood,1031
neighborhood,10852
property,100889
property,100018
property,100248
property,100655
lodging_type,3
lodging_type,1
lodging_type,C
destination,1020
destination,162
destination,1001
destination,115
destination,1002
destination,1283
destination,1077
destination,1356
neighborhood,1
neighborhood,10079
neighborhood,10425
property,100076
property,100013
property,100501
property,100030
property,100795
property,100098
lodging_type,5
lodging_type,C
lodging_type,8
lodging_type,H
destination,1
destination,1779
destination,1636
destination,17150
neighborhood,10014
neighborhood,10025
neighborhood,10276
neighborhood,10003
neighborhood,10272
neighborhood,10202
property,100870
property,100035
property,100127
property,100193
lodging_type,2
lodging_type,G
lodging_type,7
lodging_type,R
lodging_type,H
destination,1021
destination,1350
destination,10
destination,1001
destination,122
destination,1444
destination,1066
destination,1016
neighborhood,10000
neighborhood,10248
neighborhood,10020
neighborhood,10610
neighborhood,10116
property,100349
property,100840
property,100065
property,100538
property,100156
property,10000
property,100424
property,100728
property,1000
property,100617
lodging_type,B
lodging_type,5
destination,1214
destination,1033
destination,1503
destination,1716
destination,1028
destination,1027
neighborhood,10278
neighborhood,10475
neighborhood,10619
neighborhood,10212
neighborhood,10050
property,100750
lodging_type,2
lodging_type,T
lodging_type,6
lodging_type,8
destination,1120
destination,1430
destination,1490
destination,1011
destination,1481
destination,1071
destination,1070
neighborhood,10473
neighborhood,10036
neighborhood,10000
neighborhood,10090
neighborhood,10023
neighborhood,10493
neighborhood,10121
neighborhood,10087
neighborhood,10089
neighborhood,100
property,10001
property,100300
property,100010
lodging_type,3
lodging_type,G
lodging_type,7
lodging_type,C
lodging_type,H
destination,1217
destination,1299
destination,1106
destination,1391
neighborhood,10075
neighborhood,10720
neighborhood,10397
property,100371
property,100030
property,100492
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,5
lodging_type,8
destination,1111
destination,1839
destination,1026
neighborhood,10
neighborhood,10474
neighborhood,10304
property,100066
property,100168
property,100457
property,100463
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,B
lodging_type,8
destination,1119
destination,1216
destination,1478
destination,1356
destination,1219
neighborhood,1002
neighborhood,10305
neighborhood,10594
neighborhood,10673
neighborhood,1009
neighborhood,10379
neighborhood,10696
property,100346
property,10085
property,10026
property,100014
property,100251
lodging_type,T
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,A
lodging_type,6
destination,1052
destination,1346
destination,1461
destination,1251
destination,118
destination,1334
neighborhood,10084
neighborhood,10326
neighborhood,10694
property,100683
property,100127
lodging_type,1
lodging_type,5
lodging_type,8
lodging_type,O
destination,10
destination,1172
neighborhood,10014
neighborhood,10103
neighborhood,10721
neighborhood,10368
neighborhood,10599
neighborhood,10211
property,100311
property,1008
property,100097
property,1000
lodging_type,1
lodging_type,6
lodging_type,A
lodging_type,C
destination,180
destination,1842
destination,1500
destination,1386
destination,1193
destination,1118
neighborhood,10447
neighborhood,10267
neighborhood,10071
neighborhood,10613
neighborhood,10891
neighborhood,10374
neighborhood,10802
property,100141
property,10006
property,100025
property,100738
property,100388
lodging_type,G
lodging_type,5
lodging_type,C
lodging_type,O
destination,1016
neighborhood,10335
neighborhood,1078
neighborhood,10529
neighborhood,10021
neighborhood,10249
neighborhood,10121
neighborhood,10385
property,100695
property,100091
property,100419
lodging_type,G
lodging_type,5
lodging_type,4
destination,1361
destination,1018
destination,1102
neighborhood,10661
neighborhood,10024
neighborhood,10004
neighborhood,1015
property,100335
property,100320
property,10078
lodging_type,5
destination,1808
destination,10
destination,1762
destination,1151
destination,1037
neighborhood,10231
neighborhood,10285
neighborhood,10235
neighborhood,10495
neighborhood,10034
neighborhood,10046
neighborhood,10030
neighborhood,10031
neighborhood,1062
neighborhood,10426
property,100232
property,10015
property,100527
property,100316
property,100558
property,100014
property,100020
property,100690
property,100869
lodging_type,6
lodging_type,B
destination,1830
destination,1444
destination,1006
destination,1800
destination,1384
destination,1000
neighborhood,10513
neighborhood,10172
neighborhood,10236
neighborhood,10004
property,100623
property,100671
property,100016
property,100179
property,100584
property,100618
property,100416
property,100
lodging_type,3
lodging_type,G
lodging_type,4
destination,1582
destination,1107
destination,1028
neighborhood,10700
neighborhood,10072
neighborhood,10010
neighborhood,10159
neighborhood,10482
neighborhood,10114
property,100040
property,100671
property,100569
property,100478
property,100014
property,100315
property,100287
property,100298
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,4
destination,1055
destination,1346
destination,1660
destination,1526
destination,1320
neighborhood,10002
neighborhood,10005
neighborhood,10013
neighborhood,10614
neighborhood,10534
neighborhood,10444
property,100075
property,100788
property,100746
property,100523
property,100627
property,100049
property,100128
property,100492
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,4
lodging_type,8
destination,1169
destination,1004
destination,1877
destination,104
destination,1014
neighborhood,10206
neighborhood,10501
neighborhood,10097
neighborhood,10554
neighborhood,10196
neighborhood,10112
property,100001
property,100569
property,10022
property,100228
property,100707
property,100123
property,100098
lodging_type,7
lodging_type,6
lodging_type,A
destination,1274
destination,1004
destination,1008
destination,1277
destination,1065
destination,1013
destination,1241
destination,1565
neighborhood,10334
neighborhood,10150
neighborhood,10023
property,100611
property,100554
property,100760
property,100814
property,100684
property,100057
lodging_type,1
lodging_type,G
lodging_type,C
destination,1001
destination,1067
destination,1504
neighborhood,10394
property,100313
property,100559
property,100790
property,100734
property,100856
property,100388
property,100242
property,100867
lodging_type,3
lodging_type,7
lodging_type,5
lodging_type,4
lodging_type,R
lodging_type,O
destination,1341
destination,1005
destination,1378
destination,1792
destination,1366
destination,1104
destination,1535
neighborhood,10046
neighborhood,10536
neighborhood,10021
neighborhood,10496
neighborhood,10813
neighborhood,101
neighborhood,10540
property,100237
property,100043
property,100499
property,100009
property,100048
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,5
destination,1078
destination,114
destination,1225
destination,1665
destination,1005
destination,1724
destination,1258
destination,1025
destination,1000
neighborhood,10084
neighborhood,10233
neighborhood,10070
neighborhood,10095
neighborhood,10624
neighborhood,10040
neighborhood,10041
property,100168
property,10036
property,100090
property,10078
lodging_type,2
lodging_type,A
lodging_type,O
destination,1
destination,1021
destination,1223
destination,1638
destination,1312
destination,1342
destination,1073
neighborhood,10010
neighborhood,10404
neighborhood,10262
property,100578
property,100003
property,10
property,100019
property,10006
property,100279
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,4
lodging_type,R
destination,1430
destination,1082
destination,1646
destination,1357
neighborhood,10006
neighborhood,10218
neighborhood,10111
property,100071
property,100288
property,100170
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,B
lodging_type,4
lodging_type,8
destination,143
destination,1524
destination,1017
destination,1813
destination,1660
destination,1305
neighborhood,10208
neighborhood,10732
neighborhood,10162
neighborhood,10031
neighborhood,10283
neighborhood,10825
neighborhood,1038
neighborhood,100
neighborhood,10718
neighborhood,1015
property,100464
property,100099
lodging_type,2
lodging_type,7
lodging_type,5
lodging_type,B
lodging_type,H
destination,1277
neighborhood,10001
neighborhood,10706
neighborhood,10110
neighborhood,10156
neighborhood,10211
property,1
property,100574
property,100686
property,100465
property,100056
lodging_type,1
lodging_type,4
lodging_type,O
destination,1237
destination,123
destination,1005
destination,1255
neighborhood,10308
neighborhood,10629
neighborhood,1021
neighborhood,10
neighborhood,10006
neighborhood,10184
neighborhood,10149
neighborhood,10098
neighborhood,10008
property,100001
property,100044
property,100755
property,100250
lodging_type,2
lodging_type,T
lodging_type,A
lodging_type,R
lodging_type,H
destination,1132
destination,1145
destination,124
destination,1075
destination,1064
neighborhood,1
neighborhood,10035
neighborhood,10420
neighborhood,10295
property,100291
property,10000
property,10024
property,10046
property,100177
lodging_type,3
lodging_type,1
lodging_type,B
lodging_type,4
destination,135
destination,1801
destination,1543
destination,1027
destination,1536
neighborhood,10335
neighborhood,10610
neighborhood,10898
neighborhood,1073
neighborhood,1024
neighborhood,100
property,10014
property,100142
property,100027
property,100540
property,100877
lodging_type,G
lodging_type,6
lodging_type,5
lodging_type,C
destination,1679
destination,1397
destination,117
destination,1375
destination,1747
destination,1287
destination,140
destination,1630
neighborhood,10585
neighborhood,10009
neighborhood,10405
neighborhood,10191
neighborhood,10348
property,100852
property,100018
property,100088
property,100222
lodging_type,2
lodging_type,1
lodging_type,B
lodging_type,C
lodging_type,4
destination,128
destination,1291
destination,1811
destination,1348
destination,1428
destination,1140
destination,1347
destination,103
neighborhood,10015
neighborhood,10178
neighborhood,10430
neighborhood,10386
property,100739
property,100826
property,100324
property,100329
property,100800
property,100175
lodging_type,3
lodging_type,5
lodging_type,H
destination,1415
destination,1048
destination,1579
neighborhood,1032
neighborhood,10043
neighborhood,10003
neighborhood,10013
neighborhood,10645
neighborhood,1000
property,10009
property,100045
property,100482
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,B
destination,1281
destination,100
neighborhood,10023
neighborhood,10252
property,10037
property,1
property,10072
property,100280
property,100078
property,10006
property,100088
lodging_type,G
lodging_type,A
lodging_type,B
lodging_type,C
destination,1390
neighborhood,10015
neighborhood,10172
neighborhood,10781
property,100539
property,1
property,10000
property,100007
property,10022
property,10009
property,100427
property,100081
property,100794
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,B
lodging_type,4
lodging_type,H
destination,1669
destination,1495
neighborhood,10205
neighborhood,1006
neighborhood,10060
neighborhood,10109
neighborhood,10064
property,10
property,100015
property,100087
property,100434
property,100039
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,H
destination,1211
destination,1069
destination,1839
neighborhood,1003
neighborhood,1
neighborhood,1077
neighborhood,10417
property,100310
property,100166
property,100649
property,100001
property,10005
property,100718
property,100390
property,100021
property,100128
property,100180
lodging_type,2
lodging_type,G
lodging_type,6
lodging_type,C
destination,1292
destination,1282
destination,1002
destination,1360
destination,1432
destination,1052
destination,106
destination,1569
destination,1000
neighborhood,10195
property,100106
property,10007
property,100035
property,100887
lodging_type,T
lodging_type,1
lodging_type,7
destination,1032
destination,1051
destination,150
destination,1007
destination,172
destination,1404
destination,1483
destination,1757
neighborhood,10047
neighborhood,10128
neighborhood,10080
neighborhood,10012
neighborhood,10401
neighborhood,10508
property,100041
property,100353
property,100430
property,100022
property,100205
property,100097
property,100194
lodging_type,1
lodging_type,B
lodging_type,4
lodging_type,R
destination,1001
destination,113
destination,1247
destination,1386
destination,1075
destination,1460
destination,1320
destination,1099
neighborhood,10057
neighborhood,10319
property,100420
property,100022
lodging_type,3
lodging_type,7
lodging_type,H
destination,1273
destination,1781
destination,1824
neighborhood,10023
neighborhood,10060
neighborhood,10221
neighborhood,1070
neighborhood,10115
property,100552
property,100713
property,100018
property,100674
property,10033
property,100081
property,100693
lodging_type,1
lodging_type,B
destination,1472
destination,1258
destination,178
destination,1794
neighborhood,1050
neighborhood,10305
neighborhood,10330
neighborhood,10804
neighborhood,10815
property,100065
property,100554
property,100715
property,100373
property,100737
property,100371
property,100229
property,100279
property,100137
property,10063
property,100492
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,5
lodging_type,8
destination,1868
destination,1002
destination,1065
destination,1884
destination,1099
neighborhood,10140
neighborhood,10725
neighborhood,10007
neighborhood,1025
neighborhood,10190
property,10075
property,10
lodging_type,2
lodging_type,7
destination,1003
destination,1
destination,1037
destination,1518
neighborhood,10152
neighborhood,10
neighborhood,10129
neighborhood,10613
neighborhood,10003
neighborhood,10009
neighborhood,1081
neighborhood,10127
neighborhood,10125
property,100167
property,100513
lodging_type,2
lodging_type,1
lodging_type,5
lodging_type,B
destination,1655
destination,1092
destination,14
destination,1526
neighborhood,10792
neighborhood,10306
neighborhood,10716
property,100245
property,1
property,100012
property,100742
lodging_type,T
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,4
destination,1040
destination,1700
destination,100
neighborhood,10881
neighborhood,10553
neighborhood,10175
neighborhood,10210
property,100840
property,100706
property,100034
property,100206
property,100377
lodging_type,1
lodging_type,B
lodging_type,R
destination,1679
destination,1182
destination,110
destination,1353
destination,1038
neighborhood,10015
neighborhood,10090
neighborhood,10229
neighborhood,10488
neighborhood,1044
neighborhood,10009
neighborhood,10639
property,100310
property,100052
property,100199
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,5
destination,1375
destination,1646
destination,1076
destination,1100
destination,118
neighborhood,10525
neighborhood,1008
neighborhood,10020
neighborhood,10407
property,10035
property,100820
property,100094
property,100240
property,10018
lodging_type,2
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,8
destination,1030
destination,1147
destination,1260
destination,1317
destination,1738
destination,1279
destination,103
destination,1313
destination,1218
destination,1866
neighborhood,10010
neighborhood,10847
neighborhood,10290
property,100326
property,100023
property,100572
lodging_type,4
destination,1156
destination,1274
destination,1182
destination,1353
destination,1401
destination,1019
neighborhood,10769
neighborhood,10096
neighborhood,10009
property,100032
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,R
destination,1030
destination,1372
destination,1443
destination,1644
destination,1606
neighborhood,10001
neighborhood,1
neighborhood,1040
neighborhood,10872
neighborhood,10020
neighborhood,10099
neighborhood,10452
neighborhood,10220
property,100579
property,100268
property,100832
property,100032
property,100354
property,100535
lodging_type,3
lodging_type,7
lodging_type,5
lodging_type,C
lodging_type,O
destination,1453
destination,1042
destination,1426
destination,1401
neighborhood,10
neighborhood,10174
neighborhood,1007
neighborhood,10006
neighborhood,10007
property,100153
property,100397
property,100198
property,100136
lodging_type,2
lodging_type,1
lodging_type,5
lodging_type,C
destination,1273
destination,148
destination,1016
destination,1064
destination,1028
destination,1621
destination,1189
neighborhood,10679
neighborhood,10054
neighborhood,104
property,10014
property,100518
property,100826
property,100147
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,5
destination,1293
destination,1077
neighborhood,10833
neighborhood,10577
neighborhood,10527
property,100040
property,100402
property,100041
property,100248
property,100289
lodging_type,2
lodging_type,6
lodging_type,B
lodging_type,4
destination,1022
destination,136
destination,1153
neighborhood,10002
neighborhood,10
neighborhood,10119
neighborhood,1078
neighborhood,10080
neighborhood,10006
neighborhood,10020
neighborhood,10018
neighborhood,1015
property,100016
property,100878
property,100142
property,100569
property,100276
property,100056
property,100175
lodging_type,7
lodging_type,B
destination,1001
destination,1040
destination,1605
destination,101
neighborhood,10546
neighborhood,1085
property,100056
property,100
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,A
lodging_type,5
destination,1730
destination,1816
destination,1176
neighborhood,10309
neighborhood,10709
neighborhood,10000
neighborhood,10336
neighborhood,10071
neighborhood,10707
neighborhood,10008
neighborhood,100
neighborhood,10470
property,100777
property,100113
property,100509
lodging_type,1
lodging_type,7
destination,1652
destination,1166
destination,1810
destination,1057
destination,1135
destination,1530
destination,1846
neighborhood,10874
neighborhood,10088
property,100471
property,100815
property,100659
property,10082
property,100187
property,100619
property,100365
property,100049
lodging_type,2
lodging_type,T
lodging_type,6
lodging_type,5
lodging_type,B
lodging_type,4
destination,1003
destination,1204
destination,115
destination,1762
neighborhood,10027
neighborhood,10424
neighborhood,10071
neighborhood,10080
neighborhood,10304
neighborhood,10263
neighborhood,10853
property,100044
property,100319
property,100129
property,100302
property,100652
lodging_type,T
