collection,key
neighborhood,10141
neighborhood,1001
neighborhood,10606
property,100024
property,100325
property,100014
property,100835
property,100289
property,100035
lodging_type,3
lodging_type,7
lodging_type,A
lodging_type,C
lodging_type,4
destination,1
destination,1674
destination,1016
destination,1496
destination,1778
neighborhood,10207
neighborhood,10000
neighborhood,10050
property,100040
property,100398
property,100249
property,100427
property,100408
lodging_type,2
lodging_type,G
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,4
lodging_type,O
destination,1214
destination,1051
destination,1022
destination,1629
destination,107
destination,1017
destination,102
destination,1000
destination,168
destination,1322
destination,1438
destination,1670
neighborhood,10103
neighborhood,10702
neighborhood,1
neighborhood,10526
neighborhood,10297
neighborhood,10489
neighborhood,10148
neighborhood,10077
property,10001
property,100140
property,100307
property,100196
lodging_type,2
lodging_type,G
destination,1379
destination,1249
destination,103
destination,100
neighborhood,10587
neighborhood,10561
neighborhood,10228
property,100030
lodging_type,3
lodging_type,1
lodging_type,4
lodging_type,O
destination,1225
destination,114
destination,1022
destination,1040
destination,1013
destination,1551
neighborhood,1
neighborhood,10
neighborhood,10162
neighborhood,10010
neighborhood,10235
neighborhood,10536
neighborhood,10306
neighborhood,10491
property,10002
property,100577
property,100234
property,100394
property,100112
property,100
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,C
lodging_type,4
destination,1340
destination,1194
destination,1366
destination,1029
destination,1427
neighborhood,1005
neighborhood,1061
property,1
property,100012
property,100466
property,100056
property,100180
lodging_type,7
lodging_type,R
destination,1433
destination,1302
neighborhood,10047
neighborhood,10000
neighborhood,10886
neighborhood,10554
neighborhood,10255
neighborhood,10003
neighborhood,10288
neighborhood,1000
neighborhood,10409
property,100840
property,100337
property,100431
property,100272
lodging_type,1
lodging_type,G
lodging_type,4
destination,1398
destination,1069
destination,1045
destination,1000
destination,1789
neighborhood,10104
neighborhood,10002
neighborhood,10016
neighborhood,10
neighborhood,10035
neighborhood,10614
neighborhood,10111
neighborhood,10751
property,100282
property,100005
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,5
destination,144
destination,1155
destination,1341
destination,1167
destination,1022
destination,1048
destination,1092
neighborhood,10035
property,100292
property,100006
property,100009
property,100448
lodging_type,T
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,5
destination,1352
destination,1698
destination,1051
destination,1059
destination,1005
destination,1797
destination,1748
destination,1011
destination,1103
neighborhood,10460
neighborhood,10310
neighborhood,10675
neighborhood,10077
property,100491
lodging_type,2
lodging_type,B
lodging_type,5
destination,1185
destination,1728
destination,146
destination,1658
destination,13
destination,1778
destination,100
neighborhood,10346
neighborhood,10345
neighborhood,10566
neighborhood,10246
neighborhood,1037
neighborhood,10749
neighborhood,100
property,100004
property,100232
property,100470
property,100103
property,100030
property,100022
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,O
destination,1050
destination,1627
destination,1287
destination,1045
neighborhood,10002
neighborhood,1020
neighborhood,10026
neighborhood,10547
neighborhood,10789
neighborhood,10876
property,100074
property,100294
property,100012
property,100015
property,100356
property,100049
property,100662
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,O
lodging_type,H
destination,1568
destination,1759
destination,1015
neighborhood,1
neighborhood,1022
neighborhood,10546
neighborhood,10004
neighborhood,10009
neighborhood,10149
neighborhood,10079
property,100066
property,100491
property,100099
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,C
destination,1040
destination,108
destination,18
destination,1097
destination,1072
neighborhood,10199
property,100420
property,100154
property,100079
property,100008
property,100732
property,100186
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,R
lodging_type,H
destination,1020
destination,1035
destination,1462
destination,1357
neighborhood,10048
neighborhood,10393
neighborhood,10205
property,100066
property,10074
property,100332
property,100324
property,100059
lodging_type,2
lodging_type,7
lodging_type,6
lodging_type,5
lodging_type,8
destination,1270
destination,1706
destination,136
destination,1043
neighborhood,10472
neighborhood,10000
neighborhood,10097
neighborhood,10003
neighborhood,10009
property,100281
property,100823
property,100070
property,100000
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,B
destination,1155
destination,1111
destination,1471
destination,131
destination,1150
neighborhood,10218
neighborhood,10581
neighborhood,10799
property,10054
property,100007
property,100125
property,100224
property,100128
lodging_type,3
lodging_type,1
lodging_type,6
lodging_type,B
destination,1
destination,1099
destination,1789
neighborhood,10152
neighborhood,10253
neighborhood,10089
neighborhood,10735
neighborhood,10220
property,100726
property,100069
lodging_type,3
lodging_type,7
lodging_type,R
destination,1003
destination,1148
destination,1413
destination,1142
neighborhood,10058
neighborhood,10893
neighborhood,10031
neighborhood,10127
neighborhood,1000
property,100323
property,100016
property,100485
property,100700
property,100052
property,100046
property,100330
lodging_type,3
lodging_type,1
lodging_type,A
lodging_type,8
destination,1325
destination,1027
destination,1100
neighborhood,10048
neighborhood,10390
neighborhood,10024
neighborhood,10506
neighborhood,10581
neighborhood,10491
neighborhood,10827
property,100351
property,100442
property,100047
property,10076
lodging_type,2
lodging_type,G
lodging_type,6
lodging_type,O
destination,1842
destination,1672
destination,1128
destination,1563
neighborhood,10066
neighborhood,10619
neighborhood,10565
neighborhood,10222
property,100021
property,100723
property,100800
lodging_type,G
lodging_type,7
lodging_type,C
lodging_type,8
lodging_type,O
destination,1306
destination,1022
destination,1567
destination,1737
destination,1313
neighborhood,10666
neighborhood,10023
neighborhood,10782
neighborhood,10840
property,100106
property,100233
property,100026
property,100500
lodging_type,6
lodging_type,O
destination,1625
destination,1023
neighborhood,10206
neighborhood,10735
property,100402
property,100338
property,1
property,1002
property,100615
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,C
lodging_type,8
destination,1032
destination,1078
destination,1609
destination,1313
destination,1536
destination,1174
neighborhood,10075
neighborhood,10025
neighborhood,10561
neighborhood,10526
neighborhood,10021
neighborhood,10789
neighborhood,10157
neighborhood,10008
neighborhood,1024
property,100879
property,100306
property,10010
property,10034
property,100012
property,100100
property,100009
lodging_type,A
lodging_type,6
lodging_type,B
lodging_type,8
lodging_type,H
destination,1352
destination,1
destination,1078
destination,1064
destination,177
destination,1000
neighborhood,10092
neighborhood,10135
neighborhood,10122
neighborhood,10202
property,100338
property,100574
property,10044
property,100036
property,100703
property,100357
property,100192
lodging_type,A
lodging_type,6
lodging_type,5
lodging_type,4
lodging_type,8
lodging_type,H
destination,1270
destination,1585
destination,100
neighborhood,10393
neighborhood,10008
neighborhood,10153
neighborhood,10658
neighborhood,10443
neighborhood,10444
property,10
property,100821
property,100837
property,100136
lodging_type,T
lodging_type,6
lodging_type,O
destination,1033
destination,1651
destination,1559
destination,1239
destination,1017
destination,1048
neighborhood,10514
neighborhood,10010
neighborhood,1005
neighborhood,10533
neighborhood,1018
neighborhood,10426
property,10000
property,100008
property,100047
property,100650
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,H
destination,1079
destination,1674
destination,1463
destination,1029
destination,1113
destination,1019
destination,1114
destination,1027
destination,1776
neighborhood,10000
neighborhood,10071
neighborhood,10011
neighborhood,10864
neighborhood,10492
property,100401
property,100094
lodging_type,G
lodging_type,5
destination,1089
destination,1833
destination,1069
destination,1268
neighborhood,10472
neighborhood,10047
neighborhood,10586
neighborhood,10150
neighborhood,10043
neighborhood,10058
neighborhood,10009
neighborhood,10030
neighborhood,10112
neighborhood,10078
neighborhood,10814
property,1
property,100814
property,100110
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,C
lodging_type,O
destination,1
neighborhood,10001
neighborhood,10057
neighborhood,100
property,100063
property,100218
property,100006
property,100042
property,100317
property,100272
property,100740
property,100571
property,100067
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,6
lodging_type,H
destination,1843
destination,1
destination,1134
destination,1567
destination,1036
destination,1013
destination,1759
destination,1392
destination,1023
destination,1098
neighborhood,10296
neighborhood,10448
neighborhood,10097
neighborhood,10209
neighborhood,10748
neighborhood,1010
property,100207
property,100311
property,1006
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,O
destination,10
destination,1040
destination,1211
destination,1585
neighborhood,10394
neighborhood,10006
neighborhood,10019
property,10002
property,100234
property,10086
property,100151
property,100841
property,100747
property,100045
property,100036
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,O
destination,1090
neighborhood,10140
neighborhood,1079
neighborhood,10717
property,100013
property,100189
property,100060
property,100092
property,100593
property,100512
lodging_type,2
lodging_type,A
lodging_type,4
destination,1133
destination,1247
destination,1682
destination,1017
destination,1092
destination,1047
neighborhood,10454
neighborhood,10188
neighborhood,10007
neighborhood,10685
neighborhood,10114
property,100043
property,100286
property,100125
property,100664
property,100049
property,100330
property,100221
property,100203
lodging_type,A
lodging_type,5
lodging_type,C
lodging_type,R
lodging_type,8
lodging_type,H
destination,148
destination,1027
destination,1240
neighborhood,10352
neighborhood,10595
property,100649
property,100813
property,100528
property,100060
property,1006
property,100287
property,100111
property,100171
property,100088
lodging_type,A
lodging_type,R
destination,1309
destination,1620
destination,1887
destination,1025
neighborhood,10516
neighborhood,10257
neighborhood,10237
neighborhood,10175
neighborhood,10042
neighborhood,100
neighborhood,1060
property,10001
property,100624
property,10
property,100626
lodging_type,7
lodging_type,5
lodging_type,4
lodging_type,R
lodging_type,8
lodging_type,H
destination,1110
destination,1198
destination,1760
destination,1443
destination,1097
destination,1881
destination,1606
destination,1150
neighborhood,10347
property,100529
property,10007
property,100661
property,100241
lodging_type,3
lodging_type,C
destination,1169
destination,1411
destination,1594
destination,1030
destination,1341
destination,1740
destination,1091
destination,1029
destination,1011
neighborhood,10017
neighborhood,10021
neighborhood,10033
property,100817
property,100043
property,100032
property,100034
property,100021
property,100377
property,100260
lodging_type,1
lodging_type,6
lodging_type,4
destination,1895
destination,1653
destination,1779
destination,1005
destination,1043
destination,1366
destination,1748
destination,1188
destination,13
destination,1128
neighborhood,1003
neighborhood,1021
neighborhood,10000
neighborhood,1040
neighborhood,10054
neighborhood,10046
neighborhood,10490
neighborhood,10699
neighborhood,10821
neighborhood,10099
neighborhood,10428
property,100153
property,10014
property,1001
property,100586
property,100039
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,C
lodging_type,4
destination,1187
destination,1418
destination,102
destination,1127
neighborhood,10864
neighborhood,10191
neighborhood,10145
property,100062
property,100283
property,100759
property,100664
property,10052
property,100059
property,100378
lodging_type,2
lodging_type,C
lodging_type,4
lodging_type,O
destination,1145
destination,1427
destination,1603
neighborhood,10001
neighborhood,10347
neighborhood,10065
neighborhood,10200
neighborhood,10366
property,100528
property,100211
property,100115
lodging_type,A
lodging_type,8
destination,1004
destination,1476
destination,1160
destination,1037
destination,1094
destination,11
neighborhood,10833
neighborhood,10028
neighborhood,10274
neighborhood,10401
property,100019
property,100026
property,10035
property,100273
property,100096
property,100455
property,100868
lodging_type,3
lodging_type,1
destination,1571
destination,121
destination,1639
destination,1504
destination,120
destination,1659
destination,158
destination,1170
destination,1023
neighborhood,10393
neighborhood,10230
neighborhood,10259
neighborhood,10101
neighborhood,1005
neighborhood,10399
property,100394
property,100706
property,100358
lodging_type,1
lodging_type,6
lodging_type,B
lodging_type,R
lodging_type,8
destination,109
neighborhood,10024
neighborhood,10829
neighborhood,10250
neighborhood,1081
neighborhood,1013
neighborhood,10530
neighborhood,10451
property,1
property,100101
property,100030
property,100492
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,5
lodging_type,R
lodging_type,H
destination,1710
destination,1152
neighborhood,10832
neighborhood,10129
neighborhood,10043
neighborhood,10572
neighborhood,10559
neighborhood,10192
neighborhood,10050
neighborhood,100
neighborhood,10134
property,10075
property,10002
property,100018
property,100501
property,100006
property,100037
property,100097
lodging_type,1
lodging_type,G
lodging_type,A
lodging_type,C
destination,1235
destination,1349
destination,1009
destination,102
destination,1013
neighborhood,1001
neighborhood,10045
neighborhood,10786
neighborhood,10579
neighborhood,10747
neighborhood,10427
property,10025
property,100001
property,100553
property,100008
property,100248
property,100596
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,B
lodging_type,C
lodging_type,4
destination,1155
destination,135
destination,1191
destination,1668
destination,1737
destination,1015
neighborhood,10105
neighborhood,10075
neighborhood,1
neighborhood,10297
neighborhood,10080
neighborhood,10306
neighborhood,10148
neighborhood,10122
neighborhood,10698
neighborhood,100
property,100016
property,100353
property,100022
property,100147
lodging_type,2
lodging_type,7
lodging_type,B
destination,1309
destination,1006
destination,1047
destination,1045
destination,1359
neighborhood,10845
neighborhood,10007
neighborhood,10688
neighborhood,10064
neighborhood,10444
property,100596
property,100768
lodging_type,2
lodging_type,6
lodging_type,C
lodging_type,H
destination,1702
destination,1800
destination,1035
destination,1076
destination,1575
neighborhood,10870
neighborhood,1002
neighborhood,10374
neighborhood,10088
property,100878
property,10003
property,100275
property,10040
property,100213
lodging_type,3
lodging_type,A
lodging_type,4
lodging_type,O
destination,1409
destination,1280
destination,1754
destination,1317
destination,1025
neighborhood,10587
neighborhood,1007
neighborhood,10865
neighborhood,10004
neighborhood,10009
neighborhood,10120
neighborhood,10502
property,100019
property,100120
property,10004
property,100317
property,100441
property,100191
property,100181
lodging_type,3
lodging_type,7
lodging_type,5
destination,1718
destination,145
destination,1715
destination,124
destination,101
destination,1014
neighborhood,10666
neighborhood,10080
neighborhood,10174
neighborhood,10022
neighborhood,1047
neighborhood,10107
property,100460
property,100488
property,100234
property,100156
property,100041
property,100673
property,100847
property,100705
lodging_type,1
lodging_type,G
lodging_type,C
lodging_type,4
lodging_type,O
lodging_type,8
destination,161
destination,105
destination,1589
destination,1116
destination,1380
destination,1671
neighborhood,10602
neighborhood,10169
neighborhood,10050
neighborhood,10076
property,10086
property,10006
property,100313
property,100568
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,5
lodging_type,B
destination,1291
destination,1067
destination,1136
destination,1143
destination,1165
neighborhood,10001
neighborhood,10074
neighborhood,10045
neighborhood,10030
neighborhood,10621
neighborhood,10429
neighborhood,10249
neighborhood,10599
property,100552
property,100549
property,100601
property,100742
property,100329
property,100183
property,100133
property,100536
property,100117
property,100241
lodging_type,2
lodging_type,1
lodging_type,7
destination,1414
destination,1550
destination,1464
destination,1408
neighborhood,10791
neighborhood,10000
neighborhood,10559
property,100421
property,100235
property,100345
property,100138
property,100115
property,100483
lodging_type,2
lodging_type,4
destination,164
destination,124
destination,1419
destination,1012
destination,1390
neighborhood,10
neighborhood,10365
neighborhood,10281
neighborhood,10283
neighborhood,10386
property,10
property,100062
property,100005
property,100691
property,100021
property,100590
property,1000
lodging_type,5
destination,1699
destination,1032
destination,1149
destination,1273
destination,1378
destination,1044
neighborhood,10758
neighborhood,10464
property,100120
property,100592
property,100096
lodging_type,T
lodging_type,6
destination,1020
destination,1246
destination,10
destination,1132
destination,1028
destination,1036
neighborhood,1
neighborhood,1058
neighborhood,10759
neighborhood,10343
neighborhood,10249
neighborhood,10121
property,1
property,100012
property,10003
property,100178
property,100110
property,100165
property,1000
property,100117
lodging_type,2
lodging_type,G
lodging_type,6
lodging_type,5
lodging_type,B
lodging_type,4
destination,1037
destination,13
destination,1189
neighborhood,10043
neighborhood,10145
property,100373
property,100060
property,100407
property,100617
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,6
lodging_type,B
lodging_type,4
destination,1004
destination,1650
destination,1479
destination,1375
neighborhood,1
neighborhood,10073
neighborhood,10163
neighborhood,10282
property,1
property,100155
property,100754
property,100060
property,100703
property,100875
property,100270
lodging_type,G
lodging_type,6
lodging_type,5
lodging_type,C
destination,1651
destination,1200
destination,1361
destination,1715
destination,1408
destination,1111
destination,1681
destination,1107
destination,1175
neighborhood,10014
neighborhood,10494
neighborhood,10623
neighborhood,10401
neighborhood,10019
neighborhood,10675
neighborhood,100
property,1002
property,100753
property,100100
property,100101
property,1000
property,100193
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,8
destination,1656
destination,1815
neighborhood,10858
neighborhood,10038
neighborhood,10411
neighborhood,10006
neighborhood,1042
neighborhood,10326
neighborhood,10830
property,10
property,10082
property,10040
property,100035
property,100252
property,100492
lodging_type,1
lodging_type,6
lodging_type,B
lodging_type,4
destination,1022
destination,1326
destination,1861
destination,1528
neighborhood,1033
neighborhood,1020
neighborhood,10022
neighborhood,10159
neighborhood,10031
neighborhood,10007
neighborhood,10142
property,1
property,100008
property,100015
property,100000
lodging_type,3
lodging_type,2
lodging_type,A
lodging_type,4
destination,1020
destination,1001
destination,1406
destination,1655
destination,1111
destination,1036
destination,1011
destination,1071
destination,1251
neighborhood,10334
neighborhood,10055
neighborhood,10010
neighborhood,10005
neighborhood,10007
neighborhood,10326
property,100166
property,100565
property,100694
property,100269
property,100423
property,100755
property,100629
property,100416
property,100058
property,100710
property,100011
property,100221
lodging_type,3
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,C
lodging_type,O
destination,1602
destination,10
destination,1644
destination,1419
destination,15
destination,1027
destination,1241
destination,167
neighborhood,10075
neighborhood,10039
neighborhood,1
neighborhood,10561
neighborhood,10023
neighborhood,10476
neighborhood,10021
neighborhood,10137
neighborhood,10008
neighborhood,10445
property,100019
property,100784
property,100091
property,100202
property,100031
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,B
lodging_type,H
destination,1110
destination,1004
destination,1078
destination,1200
destination,1082
destination,1536
destination,1060
neighborhood,1003
neighborhood,10519
neighborhood,10012
neighborhood,10099
neighborhood,1010
neighborhood,10063
property,100003
property,100247
property,100297
property,100883
property,100
lodging_type,2
lodging_type,B
destination,1325
destination,1333
neighborhood,10135
neighborhood,10303
neighborhood,10523
property,100548
property,10005
property,100358
property,100069
property,10064
lodging_type,3
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,O
destination,1453
destination,113
destination,1310
neighborhood,10708
neighborhood,10269
neighborhood,10160
neighborhood,10796
neighborhood,10507
neighborhood,10220
property,100307
property,100076
property,100007
property,100412
property,100005
lodging_type,T
lodging_type,6
lodging_type,5
lodging_type,C
lodging_type,H
destination,127
destination,1216
destination,1044
destination,1006
destination,17
neighborhood,1017
neighborhood,10177
neighborhood,10364
neighborhood,10127
property,100208
property,100014
property,100135
lodging_type,1
lodging_type,7
destination,1033
destination,10
neighborhood,10818
neighborhood,10122
neighborhood,10213
neighborhood,10223
neighborhood,1082
neighborhood,10369
property,100827
property,100688
property,100470
property,100718
property,100272
lodging_type,2
lodging_type,7
lodging_type,5
destination,1465
destination,1738
neighborhood,10740
neighborhood,10495
neighborhood,10173
neighborhood,10246
neighborhood,10135
neighborhood,10007
neighborhood,1013
property,100696
property,100323
property,1
property,100051
property,100025
property,100083
property,100170
property,100000
property,100445
lodging_type,3
lodging_type,2
lodging_type,R
destination,1022
destination,1058
destination,1349
destination,1451
destination,1660
destination,1096
destination,1483
neighborhood,1004
neighborhood,10085
neighborhood,10324
neighborhood,10193
neighborhood,10088
neighborhood,1085
property,100612
property,10
property,100136
lodging_type,T
lodging_type,1
lodging_type,6
destination,1581
destination,1067
destination,1043
destination,1348
destination,1065
destination,1046
neighborhood,1051
neighborhood,10000
neighborhood,10247
neighborhood,10043
neighborhood,10060
property,100421
property,10023
property,10069
property,100883
property,100810
property,100081
property,100299
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,4
lodging_type,O
destination,1592
destination,1134
destination,1795
destination,1012
neighborhood,10066
neighborhood,10284
neighborhood,10064
property,100564
property,100168
property,100343
property,100609
property,100653
property,100144
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,4
lodging_type,8
destination,1006
destination,1019
destination,1471
destination,1081
destination,1365
neighborhood,10160
neighborhood,10766
neighborhood,1008
neighborhood,10022
neighborhood,10738
neighborhood,1046
neighborhood,10450
neighborhood,10203
neighborhood,10201
property,100052
property,100749
property,100103
property,10034
property,100591
property,100035
lodging_type,2
lodging_type,A
lodging_type,6
lodging_type,B
lodging_type,4
lodging_type,R
lodging_type,O
lodging_type,H
destination,124
destination,173
destination,1120
destination,1321
destination,1266
destination,1775
destination,1000
neighborhood,10059
neighborhood,1006
neighborhood,10418
property,100687
property,100393
property,100061
property,100262
property,100504
property,100301
property,100146
property,100892
property,1000
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,7
lodging_type,4
destination,1295
destination,1017
destination,1081
destination,1311
neighborhood,10170
neighborhood,10897
neighborhood,10069
neighborhood,10728
neighborhood,10192
neighborhood,10143
property,100324
property,100435
lodging_type,2
lodging_type,1
lodging_type,G
lodging_type,A
lodging_type,4
lodging_type,O
destination,1748
neighborhood,10085
neighborhood,10000
neighborhood,10448
neighborhood,10590
neighborhood,10429
neighborhood,10389
property,100053
property,100177
property,100699
property,100467
lodging_type,T
lodging_type,2
destination,1560
destination,1002
destination,1005
destination,1279
destination,1553
destination,1025
neighborhood,10055
neighborhood,10162
neighborhood,10033
neighborhood,10046
neighborhood,10012
neighborhood,105
property,100065
property,100155
property,100567
property,100120
property,100014
property,100034
property,100301
property,100176
lodging_type,3
lodging_type,G
lodging_type,5
lodging_type,B
lodging_type,O
destination,1157
destination,1462
destination,1086
destination,1776
neighborhood,10181
neighborhood,10316
neighborhood,10570
property,100308
property,100001
property,100015
property,100056
lodging_type,T
lodging_type,5
lodging_type,C
lodging_type,O
destination,1158
destination,128
destination,1677
neighborhood,10797
neighborhood,10169
property,100019
property,100008
property,100352
property,100883
property,100810
property,100147
lodging_type,1
lodging_type,8
destination,1003
destination,1299
destination,1036
destination,1072
neighborhood,10066
neighborhood,10118
neighborhood,10021
neighborhood,10683
neighborhood,10445
property,100469
property,100646
lodging_type,3
lodging_type,2
destination,1217
destination,148
destination,1386
destination,1023
neighborhood,10117
neighborhood,10072
neighborhood,10180
neighborhood,10012
property,100065
property,100167
property,100091
property,100893
property,100000
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,5
lodging_type,4
lodging_type,O
lodging_type,8
destination,1124
destination,1607
destination,1064
destination,1579
neighborhood,10310
neighborhood,10132
property,100075
property,100498
property,10033
property,100011
property,100270
lodging_type,2
lodging_type,6
lodging_type,5
lodging_type,C
destination,1275
destination,1301
destination,100
neighborhood,10230
neighborhood,10685
neighborhood,10019
property,100349
property,100310
property,100218
property,100015
property,100101
property,100580
property,100030
property,100662
lodging_type,5
lodging_type,4
lodging_type,O
destination,149
destination,1541
destination,1783
destination,101
neighborhood,10560
neighborhood,1001
neighborhood,10469
neighborhood,10196
neighborhood,10817
neighborhood,10482
neighborhood,10597
property,100017
property,100312
property,100434
property,100109
lodging_type,B
lodging_type,4
lodging_type,H
destination,1003
destination,1792
destination,1057
destination,1017
destination,1100
neighborhood,1
neighborhood,10044
neighborhood,10006
neighborhood,10492
neighborhood,10510
neighborhood,10726
property,100276
property,100839
property,1000
lodging_type,2
neighborhood,10024
neighborhood,10172
neighborhood,10212
property,100230
property,100003
property,100208
property,100345
property,100286
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,4
destination,1169
destination,1051
destination,1182
destination,1450
destination,1085
property,100828
property,10
property,10067
property,100268
property,100132
property,100111
property,100468
property,100223
property,10062
lodging_type,3
lodging_type,T
lodging_type,2
lodging_type,1
destination,1130
destination,1114
destination,1701
destination,1025
destination,1023
destination,12
neighborhood,10066
neighborhood,10882
neighborhood,10006
neighborhood,10184
neighborhood,1073
property,100017
property,100074
property,100535
property,100067
lodging_type,1
lodging_type,R
lodging_type,C
destination,1469
destination,150
destination,1465
destination,1338
destination,1700
neighborhood,10608
neighborhood,10209
neighborhood,10829
neighborhood,10250
neighborhood,10115
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,R
destination,1034
neighborhood,10392
neighborhood,10045
neighborhood,10184
neighborhood,1046
neighborhood,100
neighborhood,10293
property,100142
property,100073
property,100363
property,100015
property,100820
lodging_type,1
lodging_type,G
lodging_type,6
lodging_type,5
lodging_type,8
destination,1016
destination,1253
destination,1544
neighborhood,10021
neighborhood,10848
neighborhood,10328
neighborhood,10042
property,100002
property,100562
property,100360
property,100484
lodging_type,2
lodging_type,1
lodging_type,7
lodging_type,6
lodging_type,B
lodging_type,C
lodging_type,R
destination,1730
destination,1094
destination,1451
destination,1038
destination,1164
neighborhood,10333
neighborhood,10037
neighborhood,10501
neighborhood,10458
neighborhood,10139
neighborhood,10006
neighborhood,10728
neighborhood,10293
neighborhood,10143
property,100231
property,10023
property,100479
property,100326
property,100729
property,10022
property,100058
property,100838
property,100087
property,100447
property,100299
lodging_type,3
lodging_type,T
lodging_type,5
lodging_type,4
destination,1050
destination,1022
destination,1424
destination,1200
destination,1371
destination,1659
destination,1827
neighborhood,10039
neighborhood,10049
neighborhood,10030
neighborhood,10050
property,100008
property,1005
property,100187
lodging_type,2
lodging_type,1
lodging_type,R
destination,1830
destination,1089
destination,1841
destination,1043
destination,1088
destination,1116
neighborhood,1019
neighborhood,10029
neighborhood,10142
neighborhood,10154
neighborhood,10717
property,100005
property,1006
property,100172
property,100035
property,100174
property,100617
lodging_type,1
lodging_type,8
lodging_type,H
destination,139
destination,1028
neighborhood,10091
neighborhood,10011
neighborhood,10615
neighborhood,10776
neighborhood,1071
neighborhood,10113
property,100003
property,100097
lodging_type,3
lodging_type,2
lodging_type,4
lodging_type,O
destination,126
destination,1271
destination,1553
neighborhood,10037
neighborhood,10707
neighborhood,10196
neighborhood,10210
property,100026
property,100300
property,100583
property,100341
lodging_type,2
lodging_type,1
lodging_type,8
destination,1372
destination,1348
destination,165
neighborhood,10013
neighborhood,10236
neighborhood,10122
property,100002
property,100715
property,10000
property,10021
property,100869
property,100147
property,100000
property,100126
lodging_type,3
lodging_type,T
lodging_type,1
lodging_type,A
lodging_type,C
destination,1501
destination,1141
neighborhood,10140
neighborhood,10494
neighborhood,10598
property,100679
property,100373
property,100381
property,100495
lodging_type,2
lodging_type,1
lodging_type,A
lodging_type,R
lodging_type,O
destination,134
destination,1600
destination,1296
destination,1220
neighborhood,10090
neighborhood,10003
neighborhood,1075
property,100488
property,100073
property,100625
property,10077
lodging_type,4
lodging_type,8
destination,1666
destination,1093
destination,1083
neighborhood,10871
neighborhood,10006
neighborhood,10375
property,100043
property,100262
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,5
lodging_type,4
lodging_type,O
destination,1582
destination,1373
destination,1133
destination,1036
destination,1712
destination,1175
neighborhood,10005
neighborhood,10322
neighborhood,10557
neighborhood,1026
neighborhood,10417
neighborhood,10511
neighborhood,1072
property,100462
property,100327
property,100782
property,100112
property,100883
property,100264
property,100406
property,100056
lodging_type,3
lodging_type,2
lodging_type,1
lodging_type,6
lodging_type,C
lodging_type,4
destination,1734
destination,1023
neighborhood,10665
neighborhood,10579
neighborhood,10358
property,10083
property,10002
property,100002
property,100352
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,B
destination,1044
destination,1172
destination,1888
destination,1143
neighborhood,10071
neighborhood,10705
property,10014
property,100439
property,100670
property,100028
property,100280
property,100044
property,100072
lodging_type,5
lodging_type,4
lodging_type,H
destination,1767
destination,1002
neighborhood,10031
neighborhood,10386
neighborhood,10357
property,10
property,100002
property,10059
property,100014
property,100216
property,100484
lodging_type,T
lodging_type,1
lodging_type,6
lodging_type,5
destination,1522
destination,1549
destination,1021
destination,1001
destination,1147
destination,1675
destination,1095
neighborhood,1056
neighborhood,10254
neighborhood,10030
neighborhood,10007
neighborhood,10062
property,100125
lodging_type,3
lodging_type,2
lodging_type,T
lodging_type,1
lodging_type,7
lodging_type,A
lodging_type,5
lodging_type,C
lodging_type,4
destination,1021
destination,1524
destination,110
neighborhood,10566
neighborhood,10043
neighborhood,10803
neighborhood,1083
neighborhood,10354
neighborhood,10386
neighborhood,10828
property,100001
property,100054
